Date,Block Height,net_sha3 (TH/s),net_rxt (GH/s),net_rxm (GH/s),net_c29 (Kg/s)
2025-08-30 00:00:23,82855,94.0,0.58,3.47,
2025-08-30 03:00:36,82944,106.0,0.57,3.44,
2025-08-30 06:00:50,83027,97.9,0.54,3.34,
2025-08-30 09:00:02,83108,103.0,0.46,3.14,
2025-08-30 12:00:16,83208,100.0,0.5,2.96,
2025-08-30 15:00:28,83308,122.0,0.55,4.08,
2025-08-30 18:00:41,83391,102.0,0.47,4.27,
2025-08-30 21:00:55,83468,99.6,0.48,3.84,
2025-08-31 00:00:08,83574,97.0,0.5,4.22,
2025-08-31 03:00:22,83668,107.0,0.46,5.13,
2025-08-31 06:00:36,83749,90.7,0.41,4.59,
2025-08-31 09:00:50,83844,105.0,0.54,4.62,
2025-08-31 12:00:03,83922,105.0,0.47,4.21,
2025-08-31 15:00:16,84004,96.2,0.44,3.96,
2025-08-31 18:00:29,84106,102.0,0.46,4.02,
2025-08-31 21:00:25,84190,129.0,0.4,4.01,
2025-09-01 00:00:57,84274,109.0,0.4,3.62,
2025-09-01 03:00:12,84379,127.0,0.46,3.82,
2025-09-01 06:00:26,84450,114.0,0.44,3.33,
2025-09-01 09:00:40,84540,110.0,0.41,3.62,
2025-09-01 12:00:53,84621,95.2,0.44,3.16,
2025-09-01 15:00:07,84719,94.8,0.43,3.72,
2025-09-01 18:00:21,84817,111.0,0.41,4.44,
2025-09-01 21:00:13,84908,111.0,0.42,4.15,
2025-09-02 00:00:49,84997,120.0,0.4,4.53,
2025-09-02 03:00:03,85073,124.0,0.35,4.09,
2025-09-02 06:00:16,85165,118.0,0.41,3.59,
2025-09-02 09:00:30,85279,110.0,0.52,4.28,
2025-09-02 12:00:44,85358,102.0,0.49,4.66,
2025-09-02 15:00:48,85441,106.0,0.46,4.16,
2025-09-02 18:00:11,85511,114.0,0.42,3.81,
2025-09-02 21:00:05,85599,103.0,0.4,3.86,
2025-09-03 00:00:41,85698,103.0,0.4,3.72,
2025-09-03 03:00:57,85800,108.0,0.45,3.62,
2025-09-03 06:00:12,85888,116.0,0.48,4.34,
2025-09-03 09:00:26,85982,111.0,0.51,3.96,
2025-09-03 12:00:40,86066,119.0,0.45,4.05,
2025-09-03 15:00:55,86129,121.0,0.43,3.6,
2025-09-03 18:00:08,86206,101.0,0.33,3.24,
2025-09-03 21:00:22,86303,114.0,0.38,3.09,
2025-09-04 00:00:37,86397,110.0,0.38,3.36,
2025-09-04 03:00:22,86493,123.0,0.42,3.63,
2025-09-04 06:00:08,86589,108.0,0.43,4.56,
2025-09-04 09:00:22,86680,108.0,0.4,4.65,
2025-09-04 12:00:36,86758,103.0,0.45,4.09,
2025-09-04 15:00:27,86837,91.8,0.4,4.13,
2025-09-04 18:00:06,86923,94.4,0.34,3.91,
2025-09-04 21:00:22,87025,88.7,0.36,4.95,
2025-09-05 00:00:37,87107,90.6,0.35,4.43,
2025-09-05 03:00:53,87196,102.0,0.38,3.72,
2025-09-05 06:00:09,87291,109.0,0.38,3.84,
2025-09-05 09:00:24,87390,103.0,0.41,4.17,
2025-09-05 12:00:17,87472,108.0,0.39,3.99,
2025-09-05 15:00:53,87559,100.0,0.48,3.4,
2025-09-05 18:00:07,87652,122.0,0.39,3.61,
2025-09-05 21:00:21,87727,112.0,0.38,4.07,
2025-09-06 03:00:49,87904,100.0,0.34,3.36,
2025-09-06 06:00:04,87986,92.4,0.37,3.05,
2025-09-06 09:00:18,88074,96.9,0.4,2.87,
2025-09-06 12:00:32,88160,84.0,0.35,3.21,
2025-09-06 15:00:47,88246,74.8,0.34,3.94,
2025-09-06 18:00:01,88352,87.1,0.33,4.27,
2025-09-06 21:00:15,88432,84.4,0.31,4.89,
2025-09-07 00:00:30,88528,69.4,0.34,5.12,
2025-09-07 03:00:45,88622,80.0,0.4,4.33,
2025-09-07 06:01:00,88712,81.4,0.52,3.95,
2025-09-07 09:00:14,88801,88.7,0.41,4.21,
2025-09-07 12:00:17,88892,86.6,0.4,4.73,
2025-09-07 15:00:42,88979,77.7,0.4,4.7,
2025-09-07 18:00:57,89065,78.6,0.41,5.2,
2025-09-07 21:00:10,89145,73.6,0.38,4.5,
2025-09-08 00:00:25,89246,93.8,0.38,4.76,
2025-09-08 03:00:40,89316,88.8,0.37,3.88,
2025-09-08 06:00:55,89423,88.0,0.44,4.11,
2025-09-08 09:00:10,89515,93.0,0.47,3.85,
2025-09-08 12:00:25,89584,81.4,0.46,3.73,
2025-09-08 15:00:39,89664,68.7,0.37,3.95,
2025-09-08 18:00:54,89766,77.6,0.35,4.38,
2025-09-08 21:00:08,89855,80.3,0.43,4.58,
2025-09-09 00:00:02,89948,77.0,0.38,4.51,
2025-09-09 03:00:37,90033,83.5,0.35,4.46,
2025-09-09 06:00:51,90108,83.4,0.32,3.91,
2025-09-09 09:00:06,90205,84.2,0.31,4.26,
2025-09-09 12:00:22,90287,74.5,0.31,4.08,
2025-09-09 15:00:13,90370,72.3,0.35,4.03,
2025-09-09 18:00:34,90460,74.3,0.39,3.51,
2025-09-09 21:00:04,90559,75.7,0.39,3.64,
2025-09-10 00:00:12,90642,90.6,0.35,3.48,
2025-09-10 03:00:35,90728,76.4,0.38,3.1,
2025-09-10 06:00:49,90824,97.2,0.37,3.54,
2025-09-10 09:00:03,90918,94.0,0.42,3.09,
2025-09-10 12:00:19,91005,70.5,0.54,3.26,
2025-09-10 15:00:35,91078,64.9,0.45,3.23,
2025-09-10 18:00:51,91160,59.2,0.42,3.33,
2025-09-10 21:00:07,91232,49.4,0.36,3.23,
2025-09-11 00:00:22,91324,44.7,0.36,2.99,
2025-09-11 03:00:38,91414,52.7,0.4,2.95,
2025-09-11 06:00:54,91496,52.8,0.36,2.62,
2025-09-11 09:00:09,91600,50.2,0.31,4.11,
2025-09-11 12:00:08,91691,48.9,0.35,4.54,
2025-09-11 15:00:39,91782,49.3,0.27,5.21,
2025-09-11 18:00:54,91870,54.6,0.31,5.01,
2025-09-11 21:00:10,91958,45.9,0.3,4.6,
2025-09-12 00:00:26,92047,48.8,0.34,4.57,
2025-09-12 03:00:09,92137,44.6,0.47,4.15,
2025-09-12 06:00:12,92211,44.0,0.38,3.75,
2025-09-12 09:00:13,92298,45.6,0.3,4.04,
2025-09-12 12:00:06,92380,44.5,0.27,4.34,
2025-09-12 15:00:44,92486,47.1,0.31,4.03,
2025-09-12 18:00:03,92582,58.4,0.47,3.51,
2025-09-12 21:00:05,92662,51.2,0.37,3.71,
2025-09-13 00:00:30,92755,57.9,0.33,3.69,
2025-09-13 03:00:46,92844,57.8,0.34,4.06,
2025-09-13 06:00:02,92935,54.9,0.38,3.83,
2025-09-13 09:00:18,93038,54.5,0.4,4.76,
2025-09-13 12:00:34,93118,55.8,0.41,4.35,
2025-09-13 15:00:50,93195,44.8,0.39,4.52,
2025-09-13 18:00:05,93296,47.6,0.32,5.3,
2025-09-13 21:00:20,93387,55.8,0.33,4.78,
2025-09-14 00:00:37,93483,53.8,0.36,5.11,
2025-09-14 03:00:52,93563,44.4,0.36,5.24,
2025-09-14 06:00:08,93651,52.4,0.36,4.72,
2025-09-14 09:00:25,93737,44.4,0.34,4.48,
2025-09-14 12:00:42,93817,45.5,0.37,4.38,
2025-09-14 15:00:57,93914,46.9,0.31,4.41,
2025-09-14 18:00:12,94005,51.3,0.42,4.01,
2025-09-14 21:00:28,94091,48.0,0.36,3.93,
2025-09-15 00:00:45,94176,49.3,0.34,3.55,
2025-09-15 03:00:01,94254,49.2,0.37,3.63,
2025-09-15 06:00:17,94347,45.3,0.42,3.39,
2025-09-15 09:00:15,94445,49.6,0.37,3.8,
2025-09-15 12:00:15,94516,49.5,0.31,4.09,
2025-09-15 15:00:05,94605,51.2,0.25,4.32,
2025-09-15 18:00:20,94701,47.7,0.24,5.3,
2025-09-15 21:00:36,94783,43.7,0.27,4.69,
2025-09-16 00:00:52,94875,43.0,0.31,4.43,
2025-09-16 03:00:09,94959,41.0,0.28,4.66,
2025-09-16 06:00:23,95067,47.7,0.27,3.8,
2025-09-16 09:00:41,95173,48.3,0.24,3.87,
2025-09-16 12:00:57,95264,47.8,0.25,3.79,
2025-09-16 15:00:13,95348,46.3,0.24,3.7,
2025-09-16 18:00:28,95459,49.6,0.23,4.23,
2025-09-16 21:00:45,95550,47.6,0.25,4.64,
2025-09-17 00:00:01,95634,47.0,0.25,4.2,
2025-09-17 03:00:19,95717,41.0,0.25,3.7,
2025-09-17 06:00:36,95798,39.0,0.28,3.68,
2025-09-17 09:00:52,95883,41.7,0.26,3.44,
2025-09-17 12:00:08,95966,43.6,0.23,3.79,
2025-09-17 15:00:25,96043,42.3,0.2,3.93,
2025-09-17 18:00:41,96126,40.4,0.21,3.81,
2025-09-17 21:00:59,96211,36.6,0.21,4.24,
2025-09-18 00:00:16,96301,37.8,0.23,3.79,
2025-09-18 03:00:34,96384,38.8,0.31,3.64,
2025-09-18 06:00:44,96471,45.5,0.29,3.4,
2025-09-18 09:00:08,96555,48.2,0.25,3.25,
2025-09-18 12:00:25,96637,47.1,0.22,3.49,
2025-09-18 15:00:43,96751,45.1,0.24,3.69,
2025-09-18 18:00:00,96842,45.0,0.24,3.66,
2025-09-18 21:00:17,96925,44.3,0.22,4.21,
2025-09-18 22:57:59,96980,43.8,0.21,3.99,
2025-09-18 23:01:57,96982,43.9,0.21,4.02,
2025-09-18 23:08:00,96984,44.1,0.21,4.05,119.0
2025-09-19 00:00:02,97014,47.4,0.19,4.13,120.0
2025-09-19 03:00:04,97105,50.6,0.22,4.04,112.0
2025-09-19 06:00:06,97213,51.9,0.2,4.05,121.0
2025-09-19 09:00:09,97300,53.5,0.19,4.82,135.0
2025-09-19 12:00:11,97386,54.9,0.19,4.97,142.0
2025-09-19 15:00:13,97463,51.4,0.19,4.55,3.14
2025-09-19 18:00:49,97539,52.3,0.19,3.92,2.63
2025-09-19 19:21:53,97536,51.7,0.19,4.0,110.0
2025-09-19 21:00:00,97621,43.3,0.21,3.86,99.1
2025-09-20 00:00:12,97718,47.8,0.24,3.69,91.4
2025-09-20 03:00:24,97812,53.4,0.22,4.15,92.2
2025-09-20 06:00:03,97905,59.3,0.21,3.57,95.1
2025-09-20 09:00:37,97999,66.0,0.24,3.38,97.6
2025-09-20 12:00:00,98085,69.8,0.2,3.7,89.8
2025-09-20 15:00:13,98178,65.8,0.2,3.94,98.0
2025-09-20 18:00:25,98272,59.0,0.19,3.76,120.0
2025-09-20 21:00:01,98369,58.7,0.21,4.22,127.0
2025-09-21 00:00:48,98460,54.6,0.22,4.74,145.0
2025-09-21 03:00:02,98545,49.6,0.21,5.21,142.0
2025-09-21 06:00:15,98625,44.0,0.22,4.98,121.0
2025-09-21 09:00:27,98715,49.5,0.23,4.85,115.0
2025-09-21 12:00:38,98802,50.7,0.22,4.37,119.0
2025-09-21 15:00:02,98876,45.7,0.21,4.28,115.0
2025-09-21 18:00:02,98962,47.8,0.22,4.05,103.0
2025-09-21 21:00:14,99044,46.5,0.24,3.79,96.9
2025-09-22 00:00:27,99122,46.3,0.2,3.95,86.5
2025-09-22 03:00:39,99211,46.0,0.2,3.56,94.3
2025-09-22 06:00:52,99306,47.3,0.21,3.61,83.3
2025-09-22 09:00:03,99393,42.2,0.24,3.54,84.7
2025-09-22 12:00:15,99492,40.0,0.23,3.8,90.6
2025-09-22 15:00:27,99577,40.3,0.21,4.84,105.0
2025-09-22 18:00:39,99655,34.9,0.18,4.65,104.0
2025-09-22 21:00:52,99751,36.9,0.17,4.36,114.0
2025-09-23 00:00:04,99842,36.0,0.18,4.06,118.0
2025-09-23 03:00:16,99935,34.6,0.19,4.17,134.0
2025-09-23 06:00:29,100020,39.0,0.21,3.91,136.0
2025-09-23 09:00:42,100099,36.6,0.19,3.75,131.0
2025-09-23 12:00:38,100185,33.5,0.17,3.63,117.0
2025-09-23 15:00:06,100281,33.4,0.19,4.17,117.0
2025-09-23 18:00:17,100369,33.8,0.21,4.29,100.0
2025-09-23 21:00:01,100453,34.7,0.23,4.4,97.5
2025-09-24 00:00:03,100520,33.0,0.18,3.7,97.3
2025-09-24 03:00:05,100602,33.0,0.19,3.4,82.9
2025-09-24 06:00:03,100691,36.2,0.19,3.47,79.1
2025-09-24 09:00:09,100784,40.1,0.2,3.28,72.1
2025-09-24 12:00:11,100860,39.4,0.2,3.24,74.0
2025-09-24 15:00:14,100959,37.9,0.17,3.52,71.5
2025-09-24 18:00:15,101056,39.8,0.18,4.0,66.7
2025-09-24 21:00:09,101137,34.6,0.18,4.03,72.9
2025-09-25 00:00:19,101213,34.9,0.17,3.32,74.5
2025-09-25 03:00:21,101311,36.2,0.17,3.61,72.4
2025-09-25 06:00:14,101420,50.6,0.19,3.43,69.8
2025-09-25 09:00:26,101508,51.4,0.19,3.61,77.0
2025-09-25 12:00:12,101610,58.4,0.17,3.71,84.7
2025-09-25 15:00:25,101694,55.0,0.17,3.62,94.5
2025-09-25 18:00:31,101796,54.3,0.16,3.72,110.0
2025-09-25 21:00:16,101893,62.1,0.17,3.91,113.0
2025-09-26 00:00:02,101976,58.0,0.18,3.99,104.0
2025-09-26 03:00:15,102071,54.2,0.17,4.32,111.0
2025-09-26 06:00:29,102159,55.9,0.18,3.86,113.0
2025-09-26 09:00:41,102252,52.8,0.2,4.06,123.0
2025-09-26 12:00:43,102333,49.5,0.17,4.21,121.0
2025-09-26 15:00:07,102426,50.7,0.18,4.67,113.0
2025-09-26 18:00:18,102494,45.8,0.18,4.54,103.0
2025-09-26 21:00:30,102570,44.7,0.17,3.87,86.5
2025-09-27 00:00:47,102657,49.1,0.16,3.79,86.3
2025-09-27 03:00:27,102749,51.9,0.16,3.09,85.3
2025-09-27 06:00:13,102830,47.9,0.15,3.2,95.2
2025-09-27 09:00:25,102919,47.2,0.16,3.08,87.4
2025-09-27 12:00:39,103021,47.1,0.22,3.25,85.2
2025-09-27 15:00:53,103103,43.6,0.21,3.64,88.4
2025-09-27 18:00:04,103187,43.1,0.17,3.6,90.4
2025-09-27 21:00:24,103288,44.6,0.14,3.92,96.5
2025-09-28 00:00:37,103396,48.7,0.17,4.38,131.0
2025-09-28 03:00:51,103485,45.9,0.17,3.97,156.0
2025-09-28 06:00:06,103583,46.2,0.2,4.6,141.0
2025-09-28 09:00:19,103658,45.3,0.18,4.52,125.0
2025-09-28 12:00:32,103750,44.5,0.18,4.66,117.0
2025-09-28 15:00:45,103833,44.4,0.21,4.31,118.0
2025-09-28 18:00:27,103917,39.0,0.22,4.35,111.0
2025-09-28 21:00:10,104019,39.9,0.28,4.21,101.0
2025-09-29 00:00:24,104101,40.8,0.33,4.02,85.6
2025-09-29 03:00:24,104180,44.6,0.31,3.81,80.6
2025-09-29 06:00:51,104268,41.6,0.26,3.85,88.6
2025-09-29 09:00:05,104359,56.6,0.24,3.65,89.4
2025-09-29 12:00:19,104425,50.8,0.2,3.7,78.0
2025-09-29 15:00:22,104523,41.6,0.19,4.36,89.3
2025-09-29 18:00:45,104610,37.9,0.17,4.4,102.0
2025-09-29 21:00:59,104710,38.6,0.17,4.34,124.0
2025-09-30 00:00:12,104806,43.2,0.24,4.01,136.0
2025-09-30 03:00:27,104907,43.1,0.28,3.9,137.0
2025-09-30 06:00:41,104989,44.7,0.25,3.99,119.0
2025-09-30 09:00:27,105081,48.2,0.22,4.17,130.0
2025-09-30 12:00:09,105181,55.8,0.25,3.95,127.0
2025-09-30 15:00:14,105261,55.0,0.25,4.44,110.0
2025-09-30 18:00:02,105320,48.1,0.18,4.45,109.0
2025-09-30 21:00:51,105394,47.1,0.16,4.08,82.9
2025-10-01 00:00:04,105479,45.2,0.18,3.89,81.0
2025-10-01 03:00:18,105574,42.3,0.21,3.55,84.6
2025-10-01 06:00:33,105656,44.5,0.18,3.48,81.2
2025-10-01 09:00:02,105748,45.2,0.17,3.46,93.0
2025-10-01 12:00:01,105817,40.2,0.15,3.62,92.3
2025-10-01 15:00:14,105904,42.2,0.14,3.06,85.2
2025-10-01 18:00:18,106007,46.7,0.14,3.08,82.9
2025-10-01 21:00:20,106102,51.1,0.14,3.75,93.4
2025-10-02 00:00:03,106175,49.5,0.14,3.51,95.0
2025-10-02 03:00:15,106267,53.8,0.13,3.28,79.1
2025-10-02 06:00:26,106370,55.8,0.14,3.29,88.4
2025-10-02 09:00:13,106450,50.1,0.16,3.37,86.3
2025-10-02 12:00:31,106536,51.1,0.14,3.09,95.3
2025-10-02 15:00:05,106632,51.2,0.13,3.04,107.0
2025-10-02 18:00:16,106729,56.2,0.12,3.06,111.0
2025-10-02 21:00:20,106826,53.7,0.16,3.72,112.0
2025-10-03 00:00:22,106926,65.5,0.17,3.61,122.0
2025-10-03 03:00:40,107019,65.6,0.14,4.58,126.0
2025-10-03 06:00:05,107104,65.3,0.13,4.28,125.0
2025-10-03 09:00:16,107193,62.9,0.13,4.54,113.0
2025-10-03 12:00:28,107285,70.4,0.14,4.53,110.0
2025-10-03 15:00:03,107364,77.3,0.15,4.05,97.5
2025-10-03 18:00:50,107443,76.8,0.15,3.7,79.6
2025-10-03 21:00:05,107542,75.9,0.18,3.33,88.4
2025-10-04 00:00:18,107626,71.4,0.18,3.54,106.0
2025-10-04 03:00:30,107710,66.8,0.15,3.22,101.0
2025-10-04 06:00:41,107796,64.1,0.15,3.47,98.9
2025-10-04 09:00:18,107876,60.1,0.14,3.45,104.0
2025-10-04 12:00:06,107963,61.8,0.13,3.12,100.0
2025-10-04 15:00:18,108079,65.3,0.15,3.82,115.0
2025-10-04 18:00:31,108172,69.0,0.16,4.58,132.0
2025-10-04 21:00:11,108264,68.1,0.16,4.35,126.0
2025-10-05 00:00:55,108347,66.4,0.16,4.32,112.0
2025-10-05 03:00:07,108444,56.7,0.18,4.54,118.0
2025-10-05 06:00:19,108544,64.8,0.19,4.12,141.0
2025-10-05 09:00:23,108625,73.4,0.19,4.1,143.0
2025-10-05 12:00:44,108705,70.5,0.19,3.62,150.0
2025-10-05 15:00:10,108802,65.2,0.2,3.59,146.0
2025-10-05 18:00:07,108881,65.3,0.21,3.89,120.0
2025-10-05 21:00:19,108956,61.9,0.22,3.72,105.0
2025-10-06 00:00:31,109030,56.1,0.19,3.18,95.6
2025-10-06 03:00:45,109132,60.2,0.2,3.18,92.4
2025-10-06 06:00:57,109237,66.7,0.24,3.16,108.0
2025-10-06 09:00:09,109339,60.0,0.28,3.72,116.0
2025-10-06 12:00:21,109423,65.6,0.24,3.94,4990.0
2025-10-06 15:00:34,109504,63.4,0.2,3.94,4940.0
2025-10-06 18:00:46,109601,60.5,0.21,3.86,5530.0
2025-10-06 21:00:02,109696,56.0,0.23,4.06,6080.0
2025-10-07 00:00:11,109791,62.9,0.27,3.85,6370.0
2025-10-07 03:00:02,109895,75.4,0.26,3.73,7400.0
2025-10-07 06:00:04,109978,70.9,0.22,3.44,10300.0
2025-10-07 09:00:06,110078,69.2,0.24,4.36,10200.0
2025-10-07 12:00:01,110154,65.4,0.21,4.74,8740.0
2025-10-07 15:00:10,110232,61.8,0.22,4.26,7970.0
2025-10-07 18:00:03,110327,67.1,0.28,4.08,6950.0
2025-10-07 21:00:14,110426,74.4,0.29,4.11,6550.0
2025-10-08 00:00:16,110484,74.2,0.27,3.77,6130.0
2025-10-08 03:00:03,110565,67.7,0.22,3.35,5200.0
2025-10-08 06:00:17,110648,63.9,0.22,3.22,4880.0
2025-10-08 09:00:23,110742,62.5,0.21,3.74,4890.0
2025-10-08 12:00:25,110832,65.2,0.24,3.6,5290.0
2025-10-08 15:00:55,110923,59.0,0.28,3.08,5090.0
2025-10-08 18:00:16,111011,56.3,0.29,3.14,4990.0
2025-10-08 21:00:29,111105,62.0,0.26,3.41,4670.0
2025-10-09 00:00:05,111204,66.0,0.27,3.24,127.0
2025-10-09 03:00:07,111294,76.8,0.29,3.55,123.0
2025-10-09 06:00:09,111381,80.7,0.3,3.35,132.0
2025-10-09 09:00:12,111464,71.5,0.23,3.14,143.0
2025-10-09 12:00:14,111538,61.6,0.23,3.15,158.0
2025-10-09 15:00:11,111645,54.0,0.22,3.8,187.0
2025-10-09 18:00:15,111730,54.8,0.22,4.19,167.0
2025-10-09 21:00:17,111817,61.0,0.21,3.84,158.0
2025-10-10 00:00:22,111918,60.0,0.25,3.81,153.0
2025-10-10 03:00:00,112013,61.7,0.23,3.86,187.0
2025-10-10 06:00:14,112089,63.1,0.22,3.62,173.0
2025-10-10 09:00:26,112186,70.6,0.23,3.89,152.0
2025-10-10 12:00:30,112272,76.1,0.28,3.63,133.0
2025-10-10 15:00:33,112344,73.3,0.26,4.02,125.0
2025-10-10 18:00:03,112429,66.0,0.21,3.82,103.0
2025-10-10 21:00:15,112525,66.3,0.28,3.89,106.0
